Network,Content type,Content
facebook,Comment,"A great hope, and help!!"
facebook,Comment,Great job everyone! You should be very proud.
facebook,Comment,So much fun.
facebook,Comment,❤️❤️❤️❤️❤️❤️❤️❤️❤️🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺🛺
facebook,Comment,
facebook,Comment,Friendliest ride at the exhibition 😁
facebook,Comment,God Bless All The Volunteers Of The Mustard Seed
facebook,Comment,Nice
facebook,Comment,
facebook,Comment,Awesome  thanks ppl 🙏‼️❤️
facebook,Comment,
facebook,Comment,Nice
facebook,Comment,Awesome job ppl ‼️‼️
facebook,Comment,Kool ‼️‼️
facebook,Comment,Thank u all voulenteers 🙏🙏‼️
facebook,Comment,‼️‼️👍
facebook,Comment,Love red deer‼️‼️❤️
facebook,Comment,Rite 🙏‼️‼️
facebook,Comment,Hungry matters ‼️‼️
facebook,Comment,Nice ‼️‼️
facebook,Comment,🙏🙏
facebook,Comment,Welcome‼️‼️🙏
facebook,Comment,Kool ‼️‼️
facebook,Comment,🙏🙏🙏
facebook,Comment,Wow   Great float ❤️🙏‼️‼️
facebook,Comment,
facebook,Comment,breaking rules Becky 🤣🤣
facebook,Comment,what do the parents do with the child check they get every month?  Bingos? Drugs? Booze? or are they just to lazy to get up and fed their children?   why should I feed them? I fed mine when they were at home .going to school..Do your job   fed them  !
facebook,Comment,Great work
facebook,Comment,"The problem is that charities like yours are run by 'free market' conservatives who CAUSE poverty, homelessness, and destitution in the first place by supporting lousy gov't policies (i.e. cutting taxes on rich ppl, taking money away from poor ppl). 

Is the Mustard Seed anything more than just a money laundering scam for rich people (and people like MLA Jason Nixon) to avoid paying taxes? And to indoctrinate the desperate into Evangelical Christianity - that supports the highly toxic Christian Right and MAGA movement? Seems so to me."
facebook,Comment,End Casino Capitalism!
facebook,Comment,Yeah! Donate to the mustard seed food depot that specializes in no prep food hampers for unhoused folks
facebook,Comment,Thank you for sharing!! So beautiful.
facebook,Comment,
facebook,Comment,KIDS IN  DEADMONTON  DONT NEED YOU..MUSTARD SEED IN DEADMONTON NEEDS YOUR HARD EARNED $$$$$$$$$$$
facebook,Comment,"That is soooo amazing! Well done, so many blessings 🙏"
facebook,Comment,Incredible!!! Congratulations 👏 👏👏
facebook,Comment,"Thank you Western Financial Group, the impact you are making in the lives of most vulnerable people is huge. 👏"
facebook,Comment,Too bad the provincial government doesn’t throw in a few dollars. Oh wait that would cut into their subsidies for oil companies that are foreign owned.
facebook,Comment,
facebook,Comment,"Whoever donates to y'all, i pray that God reserves a spot in Heaven for them, because helping the homeless is admirable and is something that should be made more common."
facebook,Comment,Love this!! ❤️👏
facebook,Comment,They dont have parents?
facebook,Comment,What if Rogers just paid an appropriate level of taxes? That would be great. 2024 revenue: CA$20.6 billion.
facebook,Comment,AltaLink's (The US owned Berkshire Hathaway company - 2021 revenue: $25.15 billion) CEO Greg Abel (estimated Net Worth in 2024: $484 million) could singlehandedly house every unhoused Albertan.
facebook,Comment,calgarys mayor has this taken care of like a saint !
facebook,Comment,Worked for the Mustard Seed inner city Edmonton years ago. What an honor it was.
facebook,Comment,The food for the kids is responsability of the parents
facebook,Comment,Who is matching the donation
facebook,Comment,"Because of our Corrupt political system, since the early 60s.  No matter the Party, in control ."
facebook,Comment,Can u guys message me pls I wanna know more info on ur programs
facebook,Comment,"If the Nixon brothers are running it, I ain't having it. The UCP are a menace on the social fabric of Alberta."
facebook,Comment,Call the AB Gov. Albertans are poorer than ever!
facebook,Comment,Terrible proof of so much wrong in this world of waste. Unforgivable
facebook,Comment,mayor of calgarys top prioity are the kids !!!
facebook,Comment,"Why not tell the Alberta gov't to REVERSE the enormous ONE-THIRD TAX CUT for corporations that Jason Kenney passed through the legislature?

Or is the The Mustard Seed not much more than just an elaborate tax write-off money laundering scheme/scam for a-holes like Jason Nixon to force anti-Christian Evangelical Bullshit down the throats of the destitute and desperate?"
facebook,Comment,Je fais un don annuel à cette organisation car je crois beaucoup en cette cause. 🥰
facebook,Comment,Gross 🤢 how this country operates like a third world country
facebook,Comment,"If only we'd voted for a government that cares about people - raising minimum wage, capping utility costs and rent control would help!"
facebook,Comment,"The Mustard Seed is doing a lot of incredible stuff for the community, they just released their 2024 reports and they housed 1269 people, did over 890k meals, and helped 604 people get jobs."
facebook,Comment,I would fill that box with Izzy dolls !!!!!!!!
facebook,Comment,"More help for single white males is what they need. Everyone wants to feed the children, the immigrants make it to the top of your employment programs and housing programs, and women are first in line. Single white males can all go drop dead for all anyone cares."
facebook,Comment,Thank you for coming to provide this life giving service.
facebook,Comment,calgarys mayor is all over helping homeless and hungry ... better than nenshi 🤠🤠🤠🤠👍👍👍👍👍
facebook,Comment,I would never trust the Nixon brothers with really giving the poor the help they need. The UCP is part of the problem!
facebook,Comment,"Thanks for joining the ongoing need in Saskatoon from what I see you are a great service for not only the clients you serve but also the communities surrounding your facilities 
The government has made a great choice to have your services included in the Saskatoon homeless crisis"
facebook,Comment,"Oh yeah, been there.   Leaving messages on bulletin board too.  

Thank heaven J doing much better."
facebook,Comment,What they need is to ship these migrants back home to their home country. Their home country needs them. Canada doesn't. They're not fleeing war. They're coming for free shit.
facebook,Comment,Alberta is the richest province in the country.  So you are asking the poorer people in the other provinces to feed them?  I bet you are the same people peddling the false starving Gazans too.  The only people there that are starving are the hostages.
facebook,Comment,Sorry but although when my kids were young although I never earned big money I always made enough to feed them. They were much more important than a new vehicle or fancy items just to keep up with the Jones
facebook,Comment,Unforgivable in Canada!!!
facebook,Comment,Thank you for your support 💛
facebook,Comment,Unforgivable world!!!
facebook,Comment,Love the mustard seed
facebook,Comment,
facebook,Comment,I love the BOTTOM LOADING WATER COOLERS as they are so much easier to put the water bottles in without breaking your back!!!!!!$!!!!!!
